datetime,load_kw,pv_kw,charge_kw,discharge_kw,soc_kwh,net_with_kw,net_without_kw
2025-07-13 15:00:00,4.02,40.74945912969954,0.0,0.0,318.006981792847,-36.729459129699535,-36.729459129699535
2025-07-13 16:00:00,3.9,31.495329328761827,0.0,0.0,318.006981792847,-27.595329328761828,-27.595329328761828
2025-07-13 17:00:00,4.08,21.173688721574745,0.0,0.0,318.006981792847,-17.093688721574743,-17.093688721574743
2025-07-13 18:00:00,3.66,10.487940058200488,0.0,0.0,318.006981792847,-6.827940058200488,-6.827940058200488
2025-07-13 19:00:00,3.48,0.1662994510134083,0.0,0.0,318.006981792847,3.3137005489865916,3.3137005489865916
2025-07-13 20:00:00,5.1,0.0,0.0,0.0,318.006981792847,5.1,5.1
2025-07-13 21:00:00,10.02,0.0,0.0,0.0,318.006981792847,10.02,10.02
2025-07-13 22:00:00,9.96,0.0,0.0,0.0,318.006981792847,9.96,9.96
2025-07-13 23:00:00,10.02,0.0,0.0,0.0,318.006981792847,10.02,10.02
2025-07-14 00:00:00,9.96,0.0,0.0,0.0,318.006981792847,9.96,9.96
2025-07-14 01:00:00,9.72,0.0,0.0,0.0,318.006981792847,9.72,9.72
2025-07-14 02:00:00,9.9,0.0,0.0,0.0,318.006981792847,9.9,9.9
2025-07-14 03:00:00,9.66,0.0,0.0,0.0,318.006981792847,9.66,9.66
2025-07-14 04:00:00,10.02,0.0457023458182121,0.0,0.0,318.006981792847,9.974297654181788,9.974297654181788
2025-07-14 05:00:00,8.88,10.378191083593787,0.0,0.0,318.006981792847,-1.4981910835937864,-1.4981910835937864
2025-07-14 06:00:00,4.74,21.075170558168296,0.0,0.0,318.006981792847,-16.335170558168294,-16.335170558168294
2025-07-14 07:00:00,4.92,31.407659295943876,0.0,0.0,318.006981792847,-26.487659295943878,-26.487659295943878
2025-07-14 08:00:00,5.1,40.67151526468611,0.0,0.0,318.006981792847,-35.571515264686106,-35.571515264686106
2025-07-14 09:00:00,5.16,48.235421989371055,0.0,0.0,318.006981792847,-43.07542198937105,-43.07542198937105
2025-07-14 10:00:00,5.46,53.5839117266583,0.0,0.0,318.006981792847,-48.1239117266583,-48.1239117266583
2025-07-14 11:00:00,6.0,56.35249373974893,0.0,0.0,318.006981792847,-50.35249373974893,-50.35249373974893
2025-07-14 12:00:00,6.36,56.35249373974893,0.0,0.0,318.006981792847,-49.99249373974893,-49.99249373974893
2025-07-14 13:00:00,9.3,53.5839117266583,0.0,0.0,318.006981792847,-44.2839117266583,-44.2839117266583
2025-07-14 14:00:00,20.76,48.235421989371055,0.0,0.0,318.006981792847,-27.475421989371053,-27.475421989371053
2025-07-14 15:00:00,19.44,40.67151526468611,0.0,0.0,318.006981792847,-21.231515264686106,-21.231515264686106
2025-07-14 16:00:00,18.48,31.407659295943876,0.0,0.0,318.006981792847,-12.927659295943876,-12.927659295943876
2025-07-14 17:00:00,17.88,21.075170558168296,0.0,0.0,318.006981792847,-3.1951705581682965,-3.1951705581682965
2025-07-14 18:00:00,17.82,10.378191083593787,0.0,7.44180891640622,310.565172876441,-7.105427357601002e-15,7.441808916406213
2025-07-14 19:00:00,6.72,0.0457023458182121,0.0,0.0,310.565172876441,6.674297654181788,6.674297654181788
2025-07-14 20:00:00,4.02,0.0,0.0,0.0,310.565172876441,4.02,4.02
2025-07-14 21:00:00,3.3,0.0,0.0,0.0,310.565172876441,3.3,3.3
2025-07-14 22:00:00,3.36,0.0,0.0,0.0,310.565172876441,3.36,3.36
2025-07-14 23:00:00,3.36,0.0,0.0,0.0,310.565172876441,3.36,3.36
2025-07-15 00:00:00,3.3,0.0,0.0,0.0,310.565172876441,3.3,3.3
2025-07-15 01:00:00,3.3,0.0,0.0,0.0,310.565172876441,3.3,3.3
2025-07-15 02:00:00,2.94,0.0,0.0,0.0,310.565172876441,2.94,2.94
2025-07-15 03:00:00,3.24,0.0,0.0,0.0,310.565172876441,3.24,3.24
2025-07-15 04:00:00,2.94,0.0,0.0,0.0,310.565172876441,2.94,2.94
2025-07-15 05:00:00,4.68,10.263693062516804,0.0,0.0,310.565172876441,-5.583693062516804,-5.583693062516804
2025-07-15 06:00:00,4.68,20.972302526664382,0.0,0.0,310.565172876441,-16.292302526664383,-16.292302526664383
2025-07-15 07:00:00,5.1,31.316024971728066,0.0,0.0,310.565172876441,-26.216024971728068,-26.216024971728068
2025-07-15 08:00:00,5.58,40.58995280688632,0.0,0.0,310.565172876441,-35.009952806886325,-35.009952806886325
2025-07-15 09:00:00,6.18,48.162083176063504,0.0,0.0,310.565172876441,-41.982083176063504,-41.982083176063504
2025-07-15 10:00:00,6.48,53.51638790813728,0.0,0.0,310.565172876441,-47.036387908137286,-47.036387908137286
2025-07-15 11:00:00,6.3,56.28797998402378,0.0,0.0,310.565172876441,-49.98797998402378,-49.98797998402378
2025-07-15 12:00:00,6.42,56.28797998402378,0.0,0.0,310.565172876441,-49.867979984023776,-49.867979984023776
2025-07-15 13:00:00,6.6,53.51638790813728,0.0,0.0,310.565172876441,-46.91638790813728,-46.91638790813728
2025-07-15 14:00:00,6.6,48.162083176063504,0.0,0.0,310.565172876441,-41.5620831760635,-41.5620831760635
2025-07-15 15:00:00,5.82,40.58995280688632,0.0,0.0,310.565172876441,-34.76995280688632,-34.76995280688632
2025-07-15 16:00:00,4.68,31.316024971728066,0.0,0.0,310.565172876441,-26.636024971728066,-26.636024971728066
2025-07-15 17:00:00,4.26,20.972302526664382,0.0,0.0,310.565172876441,-16.71230252666438,-16.71230252666438
2025-07-15 18:00:00,4.08,10.263693062516804,0.0,0.0,310.565172876441,-6.183693062516804,-6.183693062516804
2025-07-15 19:00:00,3.9,0.0,0.0,0.0,310.565172876441,3.9,3.9
2025-07-15 20:00:00,3.78,0.0,0.0,0.0,310.565172876441,3.78,3.78
2025-07-15 21:00:00,3.66,0.0,0.0,0.0,310.565172876441,3.66,3.66
2025-07-15 22:00:00,3.6,0.0,0.0,0.0,310.565172876441,3.6,3.6
2025-07-15 23:00:00,6.66,0.0,0.0,0.0,310.565172876441,6.66,6.66
2025-07-16 00:00:00,9.84,0.0,0.0,0.0,310.565172876441,9.84,9.84
2025-07-16 01:00:00,10.08,0.0,0.0,0.0,310.565172876441,10.08,10.08
2025-07-16 02:00:00,9.66,0.0,0.0,0.0,310.565172876441,9.66,9.66
2025-07-16 03:00:00,10.08,0.0,0.0,0.0,310.565172876441,10.08,10.08
2025-07-16 04:00:00,9.72,0.0,0.0,0.0,310.565172876441,9.72,9.72
2025-07-16 05:00:00,9.54,10.144471295702084,0.0,0.0,310.565172876441,-0.6044712957020852,-0.6044712957020852
2025-07-16 06:00:00,10.32,20.86509655040101,0.0,0.0,310.565172876441,-10.54509655040101,-10.54509655040101
2025-07-16 07:00:00,6.0,31.2204253578815,0.0,0.0,310.565172876441,-25.2204253578815,-25.2204253578815
2025-07-16 08:00:00,5.64,40.504759172903775,0.0,0.0,310.565172876441,-34.864759172903774,-34.864759172903774
2025-07-16 09:00:00,6.66,48.08538598906114,0.0,0.0,310.565172876441,-41.42538598906114,-41.42538598906114
2025-07-16 10:00:00,6.96,53.4456986164106,0.0,0.0,310.565172876441,-46.4856986164106,-46.4856986164106
2025-07-16 11:00:00,7.14,56.22040060773374,0.0,0.0,310.565172876441,-49.080400607733736,-49.080400607733736
